	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80
protein252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04231735355341	0.798171080461463	1.10465787590472	NA	0.94828379784938	0.888010280168591	0.762420564952371	1.12554000123837	0.727284499762748	1.19154560995115	0.69322544270855	0.996138588240585	0.828567028670103	0.630901631945073	0.803877958105271	0.687907717323246	1.11373307823137	1.12510788308596	1.0293255539219	0.911660236303545	0.824271966625873	0.809625134892112	0.881462858653649	1.23333049995239	1.14468383680059	0.919653381769389	0.944770316003752	0.983504285592042	1.20277163626354	1.05751648649568	0.833444841385937	0.850026207196964	1.18906591495838	1.37128718000572	1.27194937022402	1.08885618506978	1.07595231321055	1.39137770290628	1.26275061443814	1.11618481753644	1.13639143505261	0.972946514993284	1.09105649298253	1.04655912179617	1.06357071280546	1.13196251488901	1.30835097422991	1.22816609629925	1.12988099130629	0.966740310938138	0.98795828556698	0.994987220812569	1.02938411124304	1.14123680015478	1.18914292192311	1.17003023823515	0.976109423397955	1.24541621967681	0.982626470508375	1.02873011329954	1.20373336732482	0.943217338734938	1.02828154279863	1.14011085829093
protein254	1.0491836876147	1.02860434303558	0.958296923838434	1.05125342579102	1.04967936999692	0.893202601807312	1	0.952387501451313	0.959984539715575	1.01592021027642	0.853555910088406	1.00919970024924	0.938721875540867	1.05587912944777	0.850910625739417	1.04120222926978	1.04431048687582	0.780366332182305	0.83541998836945	0.744276773786069	0.879254304325657	1.05784731536508	0.818441099507238	0.896543001540676	1.00574391940341	0.790128228784157	0.852852695415055	0.675034930438194	0.888536157693777	0.832524024729446	0.942850773733209	0.62323508303222	1.28292142946733	1.27260549383865	1.29652041525671	1.35597149127171	1.29596665546643	1.34472876273249	1.18729855433581	1.29588552701157	1.12940256432912	1.41296408997889	1.26221025158254	1.34759188398923	1.21189399348661	1.17606789785325	1.26161277384495	1.36419847856195	1.24843054234815	1.12957266660389	1.13233708203363	1.31852121331105	1.31186980943624	1.15369954087621	1.23736909780599	1.41240928849255	1.2721727805669	1.22023988879342	1.26949601390876	1.00663690300316	1.32478655411047	1.00892769984447	1.22065892837417	1.26425569138941	1.00069130238805	0.741536793211315	1.01533821116145	0.986686348605712	1.03663609771651	1.01142183805393	1.08277013136463	0.898615533521898	0.957683586113951	1.10918559172418	0.935436272535285	0.888521601375063	0.973183978037304	1.10194221938628	0.975273085502505	0.896909097409466
protein255	0.939150493376026	1.05507819342523	0.982789896631798	1.08170890848165	1.04547742360078	0.980989108333348	0.993921968585878	1.05496946030409	0.987619264685477	1.07272930720026	1.2139573513652	1.05555033702491	1.19533992838116	1.09542826195805	1.00471221650751	1.06165644113348	0.799413842422541	0.582956488245783	0.872966269169575	NA	0.896781822694573	1.0409264639474	0.859091594126017	0.794968765112091	0.975079555229585	0.99839925186956	0.781086970996634	0.754116479872332	0.842147981239458	0.90163969929619	0.896350558695388	0.784331002682032	0.925378487413718	0.987843360304381	1.01793065881716	1.01070226368119	0.973199871964057	0.996084783476708	0.934163368883784	0.908498401819182	1.10866004705033	1.13072013232817	0.975478964515294	1.06023031464998	0.950236728751192	0.878429671392513	0.926923714455196	1.01423092681022	0.999732866978074	1.0616539779187	0.988980814669489	1.18985764863373	1.04550337083546	1.01411509424504	1.113225399692	1.25961707497837	1.0897744935866	1.03980790775253	1.08351061764669	0.934044087426236	1.17507269088715	0.983234195579454	1.06845196804898	1.07899113039521	0.832280790051088	0.633332421245266	0.831612619359	0.872308235756719	0.857730985254283	0.831382846613358	0.874794218233291	0.842505857552988	0.790645130287572	0.994372150975359	0.802451314742195	0.755857569575246	0.836139312557921	0.940958582204525	0.897963047944029	0.767804977226959
protein256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.501181546562641	NA	0.407501386493926	NA	0.489169860597261	0.487191754088927	0.329122547897506	0.68595398270748	0.593828241766976	0.386800821109827	0.490511765124671	0.657862199289693	0.661277823615359	0.487463617547934	0.7726254704063	NA	1.0275160753105	0.988178220675609	1.05470037877002	1.05424936316177	1.08185416790734	0.954200551877376	0.99614988286322	1.16732873562787	1.43339865460972	1.01200358837712	1.10830170373556	1.08718693892585	1.02697456678588	0.926436681761576	0.930323209274084	1.06103642623806	1.10758335021413	1.16382870999972	1.11458492074996	1.14289798315922	1.0330974074118	1.27483433168443	1.11250690404213	1.10421760972435	1.1418788802425	1.13707393550997	1.28792787224321	1.3627594502409	1.07974402527162	1.23740772663431	1.19697778609986	1.20593225048129	0.555077674871287	0.80376090154809	0.623617291249111	0.644537500152724	0.707139000688061	0.763332976337609	0.550502070744316	0.623315743087748	0.436410234070524	0.587807706699219	0.619288437412264	0.58664367181534	0.646659169460567	0.608287382437987	0.592099749566715	0.675208292347374
protein258	NA	0.635229180853377	0.59878284535569	0.629217586715398	0.276473384441625	0.567068445649943	0.461358763307512	0.60608972869029	NA	0.622620498262126	0.334837602469442	0.464342340734466	0.565758601458448	0.508547820953033	0.388675741418767	0.451991933789001	1.05043019335777	1.03503289623151	1.15523259545976	1.18294062387888	1.11187770650184	1.16764945888671	1.27266704174808	1.14045387511703	1.41999694565224	1.10774444949168	1.26034996082654	1.21653606869366	1.25205933296712	1.09299510229953	1.38221294618796	0.956827460096133	1.06877098444145	0.953880202932245	1.01385765641405	1.2162245138589	1.07879769340531	1.410371643038	1.06218236413867	0.959408796733254	0.900495964489595	1.14281621678437	1.00780329633491	1.11303598231612	0.864924450307811	1.1379846614781	1.34602267259875	1.19000014252227	1.02971041825145	0.898417954903243	1.07712521710315	1.11924113380843	1.01559945050673	0.865767728624244	1.01075057099927	1.06453077162871	0.967191361605285	1.03932807660419	1.16110574418023	1.92893273713462	0.85801404479669	1.10143732195615	0.803677049610233	0.780344421041041	1.02516097649447	1.36165899397153	1.33040575995626	1.22540326912479	1.0220271342227	0.964293616707884	0.821684982751398	0.891070654600962	0.823537572047022	0.74694080759955	0.996018061478657	0.934133041779161	0.92337535186052	1.0721572287468	1.29523776994667	1.23005652677718
protein259	0.568371482356495	0.50384002399618	0.397909837719062	0.473959199750115	0.483607462945201	0.500974353600737	0.39061631598144	0.624988142277296	0.246425002414457	0.46403145331237	0.542346952766676	0.534448301874826	0.858239851819027	0.46609758162026	0.723416120983737	0.516526045316072	0.892615709931972	0.800634171631684	1.06639383351118	NA	1.00469435590889	0.948461844482612	1.0450558823948	0.912043662328759	0.97570658602078	0.762141308802502	0.974501900789561	0.930630670160636	0.976595206156342	0.867146168154751	0.909367246577374	1.02120884298677	0.36775460952088	0.491527769099811	0.511113055670861	0.415882610561549	0.420975358779956	0.346533498534655	0.639446949640232	0.239046776720457	0.226830670153517	0.463600719632374	0.400695745889077	NA	0.485351695106428	NA	0.305842375035846	0.27975217467296	1.17052038084065	1.25438733066435	1.20879242889329	1.21776030645234	1.22404791645154	1.21596370532181	1.1625935449018	1.22406650564801	1.14291147763451	1.38101192543518	1.14571691879698	1.25759098213618	1.23939879283216	1.24436917314259	1.15725497117001	1.16553826310747	0.866469236514703	1.07113429549746	0.923179242477509	0.93346026855554	0.89325871052796	0.918965956143836	0.846903211963425	0.978746518803296	0.864678348606514	0.974752110184145	0.887118989132722	1.02960315054156	0.963596058731714	0.864422821067024	0.964690180146411	0.958580573302292
protein260	1.22810402845355	1.34226402735197	1.20822179774712	1.32126996247241	1.22212789502992	1.04170056778242	1.17375821814262	1.11212108048666	1.15786777300668	1.33410784275527	1.21473442512461	1.33097454240725	1.50725277166477	1.35983802814692	1.30106876132302	1.3068478618182	1.14547633780348	1.13819713939204	1.17825083663324	1.12300374581508	1.15779534004252	1.30214500811294	1.13582785845851	1.0303890134358	1.2303957809148	0.819096008386006	1.10422991159322	0.998152872266539	1.06722387853475	1.17223606408141	0.989765850297149	1.07340655802796	1.15404102264623	1.17829567895066	1.22079044445459	1.17625413250922	1.21815609529931	1.14171444576828	1.03284527813281	1.19673076866021	0.991577504330154	1.31991379531836	1.20007831558857	1.15719529874334	1.09695769612552	1.04074235147845	1.11852642589311	1.24273418499785	1.1714840711057	1.15931890776137	1.12035084578411	1.29657811860667	1.22347599136063	1.10159330172527	1.19698018558256	1.32465297520323	1.21146857481915	1.16959671550064	1.2023262695683	0.981556401376666	1.25469194156426	1.08131573488198	1.15194252111576	1.20921159769788	1.2410428342419	1.12417556189803	1.22645270919115	1.2582480710973	1.28775530782086	1.1903442764883	1.24833437901186	1.19662045924871	1.21548059063167	1.26585691541324	1.1954723883566	1.17544824409261	1.24028016089568	1.36009880487108	1.22249780892823	1.13797185559696
protein261	1.41088475606993	1.49149576647405	1.35938944491419	1.42785914082742	1.38189923608792	1.33881133443527	1.32077911622294	1.91314757696917	1.32121555801894	1.42739076038908	1.528028900893	1.443865414766	1.50725277166477	1.51320744286671	1.52794796583671	1.47675733534983	1.36845413415563	1.34652509931771	1.38635691542397	1.4972136336259	1.36175552479539	1.40177738300157	1.32284094205483	1.30025910854899	1.39020429435622	1.15077523842169	1.33200688343811	1.18611641635298	1.26634051529019	1.37828367378949	1.25852820868072	1.33240329284323	1.26660911259427	1.25988949371834	1.31674064067214	1.34973940828886	1.30818516518776	1.32775787816406	1.32083099348015	1.4126732884109	1.36912219861063	1.40442039588598	1.27256122776746	1.4008234262378	1.26252752329606	1.1255140113273	1.40173239813012	1.29174428194448	1.21736073038761	1.16845080393536	1.09691148111601	1.33499200246366	1.20092004023896	1.13051432941455	1.24342465602736	1.4205181748247	1.25338193670094	1.2094737243974	1.23138778522505	0.580967727646302	1.31015337621269	1.03084293638802	1.22565306690478	1.26282216354954	1.16863087339365	0.964798374434412	1.13398640050617	1.13191693566304	1.17003696913391	1.09339141141354	1.12355727636658	1.10201604547258	1.09591588362984	1.23026956784224	1.11143728533847	1.08463264566232	1.1692641646621	1.27165604386385	1.11198864214579	1.0642503984702
protein263	0.913243950915946	1.08916299560804	0.905592319171888	1.04804128115171	1.05905902484129	0.837604078605016	0.99776858730652	0.823811384473982	0.973895815227597	1.03802090762363	0.785667756260742	1.03278730747195	0.696649090472702	1.1142026857393	0.794348825172319	0.997122329606405	1.48460292611186	1.53245430397202	1.41111971913646	1.83792123554105	1.40357492866006	1.51439782316197	1.35448261146528	1.37875823054093	1.43050820415244	1.35371080068622	1.37606287766879	1.34897135312707	1.31729449557601	1.49182965556946	1.44163933035377	1.34898777569676	1.16274192537206	1.17512535260382	1.22683430338154	1.31280401110451	1.20458038493094	1.31319376758583	1.14045920977145	1.21809496111986	0.959357388711934	1.41553621380332	1.180394423612	1.36786942098521	1.18510095598406	1.11956450652295	1.15527046862049	1.27089477481937	1.0781862845272	1.10500462441456	1.02859805896162	1.25779321306279	1.13037341605099	1.06323683545162	1.1214221258359	1.28737480935494	1.139878420847	1.14229987412343	1.0875610815731	1.00444071132325	1.1848609996361	0.968745827132954	1.06112711793915	1.16940540667408	1.28033106670303	1.15162399542182	1.37241839294386	1.33724407923733	1.35111877230666	1.26496502898925	1.33183627443723	1.26908833413891	1.28973954037641	1.31984622593333	1.29597045065222	1.22576445945196	1.29071767735518	1.4610813570352	1.30985651611239	1.16942714056855
protein264	0.940278167857973	0.928627990796092	0.976101661630347	0.990835994380815	0.909092776916986	1.61290477984937	0.999777883712978	0.8359328369914	0.790677883515784	0.881383223147988	1.01108283315639	0.892773047864211	0.614857904659324	0.923503760386415	1.01465818074082	0.988534700642879	0.847220415173762	0.878465263686933	0.745368721051944	NA	0.973324863664745	1.01871297952139	0.815139638978141	0.824987724464931	1.01929420526589	0.931808697714624	1.02036018962438	0.930245134575033	1.1244436030046	0.899266165597342	0.998961591422025	0.891095655935798	1.01748428879183	1.13015038072749	1.04719480651309	1.09569376312018	0.978760463041737	1.06719659868707	1.11534528671154	0.843546029671745	0.870767720284128	1.11486182267206	1.265683603903	1.09911965760166	0.901105695587476	1.20811124938613	0.655623377620032	1.06540327611034	1.19990031417293	1.17506646481476	1.36583807175154	1.11957764820169	0.992454514577828	1.25724698559615	1.13000529266012	1.16046867135288	1.14574420572194	1.33765557393391	1.66638039730135	1.41393435968827	1.1937391952388	1.34837457353733	1.35131552241359	1.37479560984734	1.14569053519701	1.23218790342809	1.11495005866576	1.29909885650811	1.1352859412245	1.20850063901011	1.15142065581613	1.04493590475905	1.15594195466076	1.11350962537882	1.27260569842467	1.2635194083577	1.18397601928553	1.20282218715105	1.09279421779341	1.08699841152198
protein265	0.936497428709028	0.94769729002379	1.07443507097003	0.961864348334376	1.01610460260557	0.782117372684903	1.06776393359782	0.876132781595414	1.01029465418629	1.02178025567189	0.728690473069431	0.90612970737452	0.51759733197285	0.898097065434559	0.883933488700005	0.999479525494494	0.78305213021926	0.660787580301032	0.749538138378612	NA	0.765408272674354	0.831206509287529	0.709489407398179	0.65549537215603	0.94000355462588	0.577999658011752	0.681037686664726	0.766314266624903	0.855288079768257	0.697809595869546	0.844493280692045	0.63743483297419	1.01472670819761	1.06072154123112	1.10732683494351	1.15796720202022	1.2187839348706	1.18366503992707	1.08821195484432	1.01207333879741	0.864820211052938	1.12592457262008	1.08473533086568	1.18966834831908	0.926587340402641	1.11142890503925	1.04263423415493	1.12519605641996	1.1105977656017	1.02683183530732	1.11118825711068	1.22369878754051	1.14792139276328	1.11027394231702	1.24415801648162	1.23493804734617	1.1799351060743	1.27823011720944	1.3260707321191	1.44432131943921	1.23876296013584	1.25978636559962	1.14746329647305	1.1576813999905	1.03579030331707	1.11738175536991	1.0868790082977	1.14162147577134	1.13428613144772	1.0421743617822	1.08413864622847	0.900928600096681	1.03220971868573	0.924686864155115	1.08862437379261	0.931354095619195	1.05580920805268	1.08502417056145	1.13964327417121	0.938685043985172
protein266	0.820291012626593	0.623956237403088	0.757277866209851	0.67268762758367	1.04147260446956	0.824730234361897	0.962549295713724	1.09024946287232	0.624418570169963	0.674875797052986	0.836626909780344	0.696274423864472	0.634013225060052	0.819132984726549	1.05452873833418	0.798829565878945	0.907458962586555	0.664594202839747	0.647630961829553	NA	0.993197512967231	0.745377547902895	0.810948403603745	0.639634448884794	0.751134067751408	0.931207152371688	0.982454782982682	1.08026274841315	0.934648926199827	0.760600901598726	1.0211316911518	1.17013311283157	1.14468521722222	0.858572898344676	0.93007292209258	1.29848787305482	0.881743408832488	1.24757088439871	1.06101195940104	0.887136081037942	1.1312048314165	1.01302514697955	1.09765569886052	1.31187424645438	1.15331589707265	1.37706186766624	1.30538484274967	0.981414338184268	0.98761051937228	0.954668050169334	1.01370667609224	1.08316982732784	0.919676441587629	1.0059283155932	0.942763306686662	1.15856005872576	1.18753535681789	1.1161281552251	1.06776122106482	1.13278721374928	0.981717333886084	1.24436917314259	1.00778526839475	1.04939682939368	1.09353807148785	1.67215530457559	1.19888216130535	1.11719289050386	1.06916532939388	1.12003941241058	1.02590210883579	1.13104678274346	1.12978794768375	1.16250754474087	1.25617149166364	1.16790759096629	1.1288892667525	1.07194366381906	1.1592296870118	1.10428157579926
protein268	0.846031527198603	0.939289600851197	0.837130898297324	0.941616845695422	0.881489530828424	0.699399266764357	0.803656274009684	0.553318813832336	0.780114536051824	0.979433847936409	0.78855848830406	0.850626318218903	0.64017873861862	0.902796314546961	0.755493383444841	0.96941348692602	0.881323875432764	0.465286815279084	0.948429949781132	NA	0.943847160777603	0.978251077378756	0.938671694279056	0.873055657721723	1.00083215053472	0.718224405050892	0.808641677499125	0.85017178631743	0.911196255387776	0.782737370581716	0.769900867841922	0.819459008546119	1.08368002537011	1.1610204499405	1.19283964195623	1.06090417283096	1.13911789544786	0.929881683764382	1.04194190494015	1.08013949757455	0.925271941355942	1.03214406748387	1.14621813613502	1.00545429730672	0.965284618597867	1.01788578998385	1.04491102778853	1.19212200316616	1.07445210133054	0.890143141850032	1.16362698060941	1.05952112935764	1.1917555237158	1.17619106378708	1.0694858742392	1.07156841954634	1.13350887399286	1.57899802837753	1.55346412521123	1.67976440956069	1.20811150819173	1.4178410562101	1.21595621105183	1.1524389698755	0.637697659104239	0.45459106628177	0.573306294344123	0.564374919946766	0.626348093187911	0.272643390114141	0.399267719197733	0.428284349441213	0.22277726702495	0.550325501434717	0.320396230464035	0.524067338838496	0.446423560989482	0.403009904723906	0.425786393868762	0.586725505577888
