	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80
protein461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.790633557450307	0.615553094313274	0.799484497786334	0.422069006443049	0.743717437020848	0.76242884267407	0.84260506573587	0.570747714517115	0.874504939305025	0.577999658011752	0.804888724601426	0.724736884937406	0.856869296417301	0.626369625055874	0.819936650377962	0.732552293126229	0.823189131139412	0.82002178723456	0.910765031663433	0.846152489938564	0.884256419064307	0.832840091584597	0.991758757349188	0.614203763970726	0.673665294336078	0.943474880256787	0.762794240176648	0.781518507824108	0.688809421451797	0.638756476624098	0.859096085010658	0.791543559581565	0.878720790312058	0.866765560582251	0.958000766583747	0.928021042105908	0.892933325680147	0.804170000691607	0.929076555159807	0.937424782321813	0.877585921785528	0.823999505285749	0.88324544979858	0.851454456009688	0.820031309021054	0.742786540963864	0.859371537530511	0.833742584897759	0.926090731483987	0.968667915676568	0.979059420044826	0.922121240770494	0.968631490787972	0.843857941710817	0.891603417074453	0.942961564245699	1.0078614919945	0.966275402845294	0.927737640162389	1.08925844493788	0.855977401879948	0.925303222946916	0.912427512099434	0.930762193397918
protein463	1.23169781928153	1.2756202932059	1.24965301412577	1.27420261810118	1.15908139758881	1.12598359053915	1.21184852202542	1.12203484191549	1.03044359280207	1.3160181602735	1.13411255703945	1.13230173086692	1.15951845929518	1.13040399306942	1.27260923011877	1.35983731037065	1.17401952475048	0.860740292498089	1.06154043594795	0.696174258114154	1.08863907261254	1.21305306065995	1.14300171620635	1.19453313812459	1.27653970662044	1.1336918103423	1.15001309548358	1.00906080749003	1.16764933690192	0.985614566202149	1.03701165416815	0.939716798059282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.765376704494663	0.741526882704144	0.781361744608031	0.744499149671947	0.797007290866826	0.774447996336873	0.866374634107252	0.706094486429742	0.721378722355768	0.803438164299004	0.794767717714585	0.810462589555078	0.854781141672195	0.836385340863607	0.791337840879687	0.80083889213134	0.832026104950758	0.828982955115082	0.783378399742912	0.840208180260885	0.794110248624102	0.848650204830849	0.810283637788987	0.76181214142356	0.770144254715343	0.763508339393114	0.73787638185144	0.733512771588945	0.89118176550535	0.71785050168298	0.803728409639426	0.811564111679075
protein464	0.469838716703422	0.454243138118683	0.330765670239014	0.353251755179877	0.746758779255842	0.365808692447576	0.550626819700047	0.34196418878777	0.498643399694677	0.424712865738585	NA	0.516830054040661	NA	0.448949548050743	0.359135783897417	0.582178984156143	1.01243635168725	1.01086385736744	0.934072262307157	NA	1.36625068681339	0.869820621901064	0.942628072548398	0.833404951755808	0.857770822036609	1.0043126225029	0.937098031570325	1.07643336930498	1.04211265512968	1.09746180321775	1.21196458218114	1.42306553020562	0.322450529697958	0.441279693865326	0.329149573518249	NA	0.231114387170231	0.544653714339172	0.48637995598356	NA	0.649745015398698	0.365864008486847	0.371377997494213	0.317676381528283	0.359954254962799	0.340973885105706	0.274474446032756	0.305178092286147	0.860520368141594	0.949343264574241	1.03068347284213	0.965813617269346	1.11677371376763	0.942379561307029	0.748117615671355	0.902746960744465	0.959603578229414	1.15368820258381	1.0504697480827	1.06515840019046	0.96672101376721	1.12286758233059	0.88674477755315	0.876771173362805	0.746869410504578	1.08131178785	0.726822804753371	0.745542897066734	0.348104805323314	0.718910593266067	0.60369612355437	0.727314591474225	0.704211346594666	0.888212881378026	0.797335989472237	0.752572674396694	0.822111466287259	0.709698107349696	0.942191571026891	1.02494916743671
protein466	0.95445339555842	0.992093940588308	1.00393819732588	0.934150869588926	0.780522920960517	1.01706585416905	1.20117411102344	0.629543968596825	0.821789743155962	1.04118347065472	0.829092861318696	0.669178146715759	0.550408465292413	0.920660793974001	0.63119531718105	0.789725296812116	0.883327841137631	0.726234438989192	0.779432769225287	NA	0.81833393764455	0.878135603575942	0.940657974257065	0.922051999134152	1.41418362694291	0.831963509813069	1.12080396148452	0.71993577614131	1.29368425285539	0.923524941926778	0.995114617102303	0.658740298970384	1.01969862262606	1.00540853387508	1.1323095170098	0.934719909333257	0.909740500008516	0.996801456962587	1.11774451603006	0.742694052088686	0.741603003907823	0.884326276308506	0.779801448449692	1.13260435498086	0.700513674715486	0.812962571938364	0.704060919446677	0.698137460478137	1.04930600350617	1.14932471630024	1.24908576257285	0.936493782405982	0.884509399471161	0.987064419312993	1.1048409943051	0.822844095251435	0.855731145280389	1.10591867710767	1.12374499529506	0.865719353640586	0.836943070912263	1.03279053176702	1.36636744618636	1.37874259306106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21185394542027	1.10650211015668	1.04640344056001	0.661686475449189	1.02934227939725	1.2099031080581	1.03887567203696	1.04897267261765	1.12373258236276	1.03114063827602	1.02114853501174	1.10070399575962	1.03986441161144	1.03327981974585	1.03403945794331	0.97045898569762	1.22307564852519	1.15633450149125	1.18075831856645	1.24652478413394	1.14977490808017	1.29998624658276	1.01947687169692	1.29900854184487	1.15374748908522	1.39132725126289	1.10882996693401	1.22716915009383	1.23966342788845	1.05814190663491	0.960250289800349	1.16145501181826	1.0680056695107	1.07375283972839	1.04761430302612	1.15941267827872	0.959129682845618	1.05874924250936	1.04760996096725	1.16657775966451	1.03307316455515	0.955650302510696	1.03445971214791	0.830674952876307	1.08670445195073	0.978494047976974	1.07212269294638	1.14043132802058	1.12219554949156	0.93525011216193	1.08086109529927	1.07303848377307	1.01585256798544	1.1449006972764	1.17245886368035	1.08830308243945	1.01245421626662	1.13977184729452	1.04501230668935	1.18718827059372	1.06266992098641	1.11130864699651	1.06602540687933	0.978866948474721
protein470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.983648894821304	0.8397963655662	1.22348522524863	0.728690204522118	1.01824815706296	0.940367147308283	1.13648889275015	0.904105414010613	1.00974730289827	0.895671780655549	1.06170254977328	0.949830192001561	0.949669374955503	1.02946694215527	1.06719586772643	1.11137385566854	1.13917447159802	1.13692525507405	1.20781382817498	1.18858647283679	1.28285749361888	1.2209850293433	1.40226145559989	1.41162621599354	1.41157646763559	1.19443338529624	1.20054927746708	1.19699589159878	1.15831315278598	1.22302210807311	1.4630236309211	1.28752739144359	1.18535492863646	1.22768543198063	1.2014774726054	1.22730356912168	1.25833111283534	1.28241530222881	1.22902916998729	1.24774644863994	1.21921137722483	1.29150544687608	1.27711932899262	1.21725775578784	1.23601949126066	1.24756916271575	1.21001398730744	1.2075782217806	1.22433928594276	1.41264631464461	1.26811505165619	1.17809096489775	1.32964182679221	1.22462252714043	1.19477712789935	1.27099990089452	1.42129255778183	1.26124518602275	1.17954886410584	1.40583117863245	1.26746392610323	1.22236780433678	1.22716871327242	1.30473758723161
protein471	1.1925609503712	1.30688014998464	1.18244544901121	1.28748879214594	1.23840617850745	1.07886734241497	1.2861001230923	1	1.23440448941213	1.28375761232782	1.14487220716978	1.33113857274468	1.19005523661663	1.37299409198795	1.19034960598583	1.28430610219603	1.18612977654932	1.22155547378665	1.22800459010733	1.42300235233015	1.24179750437393	1.37372721391641	1.14703759057824	1.16396345722275	1.23758153287469	1.04792681173376	1.12367775877452	1.0990534873877	1.08828864875224	1.25637518367948	1.22485987152128	1.13160380306557	1.10224249260402	1.05377855658057	1.10860751493504	1.14851810178766	1.05034386522109	1.13956617968429	0.867257775775093	1.01709391401665	0.811267548733405	1.29839294740473	1.05379420226463	1.16809278622444	1.06141183107453	0.902375342654875	0.955129762776888	1.03540294024171	1.02704718144336	0.922301136266916	1.01450910561979	1.1562397986777	1.05859259583253	0.953409044135792	1.0019597213444	1.20107665488948	1.03495699862772	0.982081077649619	0.974592503131043	0.659108801678395	1.0836067008429	0.911301756395135	1.0140733190342	1.07263547077994	1.10681766943453	0.914828398171299	1.05728945307981	1.10345745642202	1.07298860382	1.11308592974155	1.22723053277836	1.06140298980733	1.07322757134135	1.12285450913855	1.04092128440536	1.01029121627415	1.14614491315396	1.20112573804319	1.07572327610076	0.945976695400296
protein474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11048407784826	1.07841797588399	0.997391498197018	NA	1.46287628590532	0.919192696619235	1.02636744119686	1.1022930445577	0.883618182572289	1.36007210684767	1.27385608344405	1.22506107144821	0.939689498489612	1.13195533435919	1.18448644409151	1.24229786848715	1.18848836180228	1.09366841020063	0.995351167376178	1.15576908700536	1.04234991032121	1.16396880828564	1.15324594915304	1.1037770604103	1.3493155494546	1.00179914868035	1.14426923173721	1.14392770822859	1.38308366490944	1.33321532305143	1.43332604334451	1.07555544084857	1.11915687171982	1.2015947185224	1.16896170252267	1.10238718351911	0.943524141883317	1.17897574876399	0.985894217991628	1.09617196055978	1.15106687626402	1.2983418565982	1.138726938919	1.33481807031897	1.12062779443278	1.2818779118384	1.21565267360177	1.21790736199617	0.945831448428136	1.60146726271727	1.04287384218913	0.873157531318439	1.07286635923978	1.07224024249062	0.782496420226641	0.992640438881493	0.937257418829376	0.786920629477022	0.990651031911063	0.846405927209104	0.949854058036585	0.995272968847989	1.00493555966307	0.90687717565896
protein475	0.984466703162473	1.08525926572973	1.0230361469345	1.10779757314441	1.041857561878	0.946272506790629	1.00569699255897	0.970101183446687	1.02889646834018	1.1061567032167	1.09618162785213	1.1362773662574	1.2303114721464	1.13151737187434	1.06913796930743	1.09516165934555	1.0066674746424	1.01086385736744	1.01948381356505	0.661686475449189	0.969326634325085	1.17084341597422	1.01207505624333	0.988387177646022	1.06345631729594	0.877682582418749	0.973071451007555	1.07004400279934	0.954607299792861	1.13324370494418	0.991919889831614	1.00111877656241	0.929313361164152	1.00999499251128	0.99331107555257	0.997501169395011	0.942810617199647	0.942352148101744	0.833426841951155	1.03556476601396	0.891878786214909	1.10525303410787	0.90800094130968	0.820619037322256	0.840768693532544	0.880800958514326	0.800005506879529	1.02036993637028	0.63543011958955	0.730906201156001	0.603481089364545	0.745207100413702	0.493560953281593	0.594111709675595	0.726663916162252	0.732652010857279	0.589656059295596	0.52100190490554	0.37071460656745	0.614677228528264	0.586430992665509	0.529729061828255	0.486686687926209	0.591813202422768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein483	1.11211382529445	1.28330275704422	1.22227820023139	1.25549766033973	1.15043623441211	1.16412756888569	1.12892959519755	1.01668844819134	1.06327858768223	1.32798266833157	1.15714555859198	1.18782457653393	1.23268433439072	1.21694822092241	1.28261300861816	1.33493279731967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06442819082112	1.19100977816884	1.23601433085411	1.13917825071644	1.20441409062461	1.05491245121404	1.09152605378897	1.0401939346167	0.92051115685565	1.18062164164648	1.14139052023425	1.0755045525956	1.07784623750495	1.1134851841512	0.981755522718215	1.14934780987429	0.940047846321229	0.994681189557363	0.98329123941313	1.05490020542543	1	0.978099226935467	1.07410514775755	1.01693324697039	1.0270376103226	0.968571482188616	1.00275838995024	0.918352091588722	1.11418963166151	1.013147563004	0.943913543996818	0.98887495066121	0.632017111788959	0.51195569944072	0.645376933228198	0.650656958781128	0.678459166678759	0.647002590129423	0.633232036044128	0.611949806168	0.561178681742345	0.687185829422081	0.547985366547321	0.597409336471829	0.672823663710793	0.611493895313347	0.651731557622194	0.69300675311968
protein487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05896652495094	0.94854182559885	1.11314354490826	0.661686475449189	1.10887115559065	1.09784987144144	1.10176455513475	0.956950954118229	1.19690416946124	0.691419245991083	1.06336642591172	0.897967712921636	1.11001311717719	1.1417760765734	1.08593259749487	0.9737645107083	1.02222511682438	1.09502767606296	1.11427939723348	1.10769816286504	1.07456653491506	0.910628149698971	0.907038836419233	0.832714471332126	0.631123219436993	1.17774422569666	1.0377955308034	1.01237703167109	0.837023858423148	0.940126255254486	0.891804816328685	1.16511941742309	1.16955201712002	1.19353748555233	1.09155803135768	1.29346745000039	1.23493341556466	1.12284312947612	1.24952849033372	1.36869085125096	1.21299556603724	1.20366359337794	1.21140673307474	1.10954897041479	1.27687538471373	1.06254737574518	1.08533276934001	1.14547531255906	0.893833380622649	0.644641081751582	0.820335003356007	0.891535281760975	0.898116499179329	0.631150550211007	0.635790689598704	0.82733686294155	0.78020983635721	0.957293506640577	0.866832140052814	0.793959159301767	0.814266343658598	1.00232773880616	0.855821797388957	0.805687345527987
protein489	0.911124107097653	0.923425991397357	0.971671885519382	0.830747610084043	0.855667159442524	0.563365092033933	1	0.547531623562426	0.909292795911888	0.58330191068834	0.50327539617378	0.734441098694542	0.490868530993721	0.865327517614443	0.854925543259215	0.83630387506626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.968788103531485	0.922020566544627	1.03406385606264	0.90339016409193	0.980865568227153	1.14709668101025	0.932123157564781	0.969375153379687	1.05904581598752	0.988333228534591	0.9370550673142	1.00813877990763	0.964732928945506	1.05563175853089	0.859096085010658	0.937476428086646	0.548580287262657	0.627109874361354	0.571165546007392	0.646644336835884	0.524231324540436	0.53931224220914	0.66606461050935	0.636462307480155	0.594276604187677	0.424104874722551	0.348911879095456	0.342897574263047	0.487249359361782	0.237791983008904	0.437774920440538	0.446511507258422	0.925464483363368	0.910064936237647	0.99705354131081	0.946939720855387	0.889466119830571	0.922065045947429	0.92313989608224	0.968762459519887	0.861803469233466	0.9236873559783	0.877059557826885	0.862608617648514	0.762372321391784	0.868610370057518	0.967045702229692	0.912547693508298
protein491	0.842609076651296	0.462434429609692	0.661531340478028	0.576014556499491	0.720346330564977	0.764526723069869	0.757589387734361	0.781628838696041	1.05348898750179	0.630025533877444	0.821380123214761	0.524542859584706	NA	0.521788218873929	0.59669292423123	0.541948435924178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01034462218988	0.821273232382267	0.746274454171127	0.705613460227483	0.81859959472866	0.805658814383142	0.362592536964291	0.710772046638571	0.470872737121518	0.893958160464984	0.517920798579513	1.40525693259032	0.91936211685078	0.754529282310543	0.351534338401705	0.776742427213098	0.886175164669067	0.763960842674726	0.753044136649376	0.848317941283864	0.762137890802441	0.678212174005832	0.841694303530527	0.860417062760807	0.699989422611363	0.673616519604563	0.545180494932883	0.420148565054442	0.721357935609691	0.586963409727375	0.668259506725681	0.72167836129039	1.20236326560284	0.779828045645223	0.972494556655059	0.8810451226637	0.984904607190373	1.0249518097627	1.14176086683092	1.19619748532648	0.949090830055261	1.19258992295791	0.870850453428953	0.932284552537474	1.08978632035343	0.919976075083711	0.962507181664863	0.998135660007822
protein493	0.839134637529091	0.798868523076997	0.800112769491196	0.806114094534995	0.867253386803175	0.768134503582787	0.833721148733968	0.826272548780096	0.835567230970369	0.802742252924676	0.745544255333077	0.850626318218903	0.658067053874878	0.85161880544801	0.725532133158526	0.810622499155683	0.885314531061167	0.764258057044414	0.976648888375532	NA	0.90799339386927	0.93220141404901	0.944095184597935	0.80723567668492	0.89043114706992	1.04679156995162	0.855176906285148	0.887972142044461	0.858437635068197	0.885387940414826	0.912387505142624	0.935975735309371	1.00368764358065	1.01088389608186	1.07137223765433	1.02609513516079	1.0547077088797	1.05266051889937	1.19040315701155	0.993775650789533	0.930520614951367	1.04278849819485	1.01375238879717	0.997786608721041	1.08635786943273	0.905634146529635	1.0909140885341	1.03242442723439	0.966350886713017	0.962472998911726	0.96154172308646	0.99521546113	0.898821976419952	0.990689007811085	1.00957163191083	1.00660309472715	0.97179535143518	0.971080497509592	0.901754440888378	0.918352091588722	1.03334429766128	0.927080372713109	0.956753751853621	0.968862812430977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein498	0.725959667209042	0.839517215414157	0.75527283763705	0.800368632668679	0.797298358587579	0.834794013641415	0.976091290106613	0.638466219283982	0.718526219309239	0.826162233965383	0.72521230928793	0.815208646585493	0.675109929535273	0.931821284857184	0.603290176433476	0.830845590911576	0.64181866269626	0.624277058472536	0.602924396827303	NA	0.519556453185846	0.660568011733572	0.403298584875352	0.584794909901225	0.612791684791526	0.510186628858082	0.490511765124671	0.462507534925216	0.65687965651603	0.509940202138726	0.539974487577513	0.338783174714133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.801999009216133	0.654446773680049	0.71358446013294	0.930537513125864	0.631017852191469	0.716343619691907	0.78791774329815	0.966544505379463	0.804333816512964	0.651144600854623	0.562990018411137	0.562594034022845	0.682613974033223	0.584245941271668	0.677304817751227	0.816299149161915	0.972404484467024	0.651198478627168	0.957154254211919	1.0424789512347	0.758732850183979	1.04890713096511	1.10179678560978	0.893906711744635	0.881220729038313	0.869842846897128	1.00355555432289	0.927589973433632	0.897002384060191	1.0046318982347	0.798072889331391	0.647681647305489
protein501	1.28843385864535	0.899831357432346	0.903978353630511	0.90654196967554	1.26929985319391	0.808145372158519	1.24756844883567	1.34998500078041	1.10334526197609	0.957880317990032	0.952371118048073	1.16000659695628	1.06763223559518	1.150789047975	1.10564628468723	0.972960191814296	1.37977906972882	1.34174373684269	1.14775812967324	1.11504733373246	1.34915755885522	1.19702552663539	1.07149657409057	0.959935918099962	0.939441943066496	1.29710333046682	1.07152155996661	1.39246817299	1.07614443632184	1.17471065448109	1.25491082874116	1.3634309989505	1.20271030396947	1.0455864120145	0.90404125404044	1.02425326347461	0.889817010141986	1.29646503123985	1.03730836454747	1.14537831593443	1.31000088199609	1.00037831862959	0.945491663023815	1.31533216643197	1.12243379719983	1.01932571336971	1.06107792075032	0.972823019137999	1.08640626215069	1.1105685945162	1.19692194265673	0.937637342001908	0.821622965502997	0.849440276457525	0.862926924037672	1.12673507866161	0.981575238820214	0.97045550723513	0.768511670126245	0.793262336042647	0.997956818389046	1.03949426637107	0.996808857049183	1.01188277396389	1.03623172256367	0.886609123702251	0.961589660925568	0.86647583147745	0.763092958891803	1.01068534125623	0.991096924486691	0.8802323606597	1.00063876687374	1.00931441279161	0.992702985263366	0.908973950302988	0.976506454864069	0.942466889837883	1.14591367705322	1.17073247803504
protein502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86026314733861	0.876544508376146	1.05990200535172	NA	0.93678041993465	0.770191405088221	1.01281009701525	0.924919698104729	0.879618782806677	0.921380158133818	0.955226190617056	0.846301851720695	0.896206243146371	0.794924430913162	0.875667744977194	0.964577608152911	0.934955110769334	0.977679344838149	1.03488041315085	0.96646394913959	1.01005199684775	1.09902034255925	1.29699276177056	1.07813481726163	1.16113079614271	0.864293054750778	1.05289677800266	1.10285478900766	0.968563902505387	1.06796229072297	1.27718121715244	1.02737234008286	0.773839068431758	0.771234162413637	0.795117203395242	0.75751359168015	0.750554293570121	0.878152079630584	0.832662865857729	0.754463897096502	0.742424924843787	0.835809330835331	0.702821855848481	0.723969804899015	0.748159223196586	0.757207799023066	0.843002734198169	0.833742584897759	0.877644835712253	1.17413851401784	0.98795828556698	0.921627174720454	1.15325906279396	0.949083764721259	0.939481463710516	1.01664432925119	0.942636445201424	0.943999620831479	0.923650884073151	1.05188522154459	0.97251323012733	0.960180716216825	0.874024666605434	1.0960954223843
protein503	0.867625808141194	0.855769808253048	0.872272346700811	0.961864348334376	0.793237213051006	1.06619725386765	0.821986991968813	1.16916537116879	0.758786626329319	0.897330355173345	1.16265764332348	0.83015954612125	1.2729249585342	0.846689080697171	0.876650734243481	0.908914272887392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.789756934584391	0.882097527661868	0.927769460370282	0.828988706015648	0.796283239908781	0.618339416680273	0.876302947041882	0.713173752965763	0.665385152416196	0.839044942991785	0.824321193423622	0.651459730403041	0.801468936600843	0.670634009813071	0.922327553048387	0.872217059843364	1.03448391817422	1.01245690888144	1.11977171426506	1.06525400309894	1.33159290755296	1.04230513310741	1.09651983247375	1.05888212618206	1.11961363512863	1.13508683941588	1.138726938919	1.22427490029497	1.19347192999944	1.25734767075899	1.05930874589023	1.05902785367213	0.537060820640776	0.341722476503005	0.474288732247299	0.636785299485022	0.63046118419851	0.611630653544437	0.563059383714596	0.550137353507683	0.429123710957007	0.537603612707632	0.499586817238981	0.453587157015593	0.549019763709061	0.394964800900346	0.493241157227099	0.595578124476364
protein504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17288637137265	0.977776176118827	1.01166870148866	0.643625460393554	1.05739238290337	1.03074549109219	1.06359585670924	1.07997548801951	1.12094085787164	1.02293162557375	1.06236944719641	1.01096458683774	1.08618033737695	1.04074077929494	1.10749680597316	1.07052584076914	1.18695832894736	1.27784801656096	1.29731015370664	1.27267423703144	1.35114417654473	1.14229698078938	1.22426682173751	1.17651746045342	1.17440760580382	1.21264821312235	1.26095038396411	1.21105820826805	1.19916993816223	1.06916585438729	1.08108688298711	1.13513310787872	0.702380665864083	0.69724735936394	0.715610965802826	0.750089335289797	0.757668466339949	0.670006051515114	0.781626562689821	0.71473529619341	0.707369208402778	0.740553594389127	0.81050057029694	0.907925943667701	0.745550534162345	0.766846100721371	0.689176588045468	0.739098422692564	0.707860305260989	0.626304483621074	0.714426639059547	0.755136272371154	0.811067944103761	0.62103980372563	0.602699339435026	0.638835145998682	0.61362425952132	0.644739367898444	0.717553306308677	0.672810497046285	0.670069955168608	0.623889450992363	0.695106594669219	0.675849540254261
protein508	0.801136519625571	0.626511780312194	0.709952416236577	0.679680068023219	0.699425865623827	0.868039673378748	0.717706960061121	0.871906663118145	0.783850375625592	0.637198398071984	0.876306807837998	0.63541281855022	0.565758601458448	0.669709575634769	0.653863842339869	0.649623740555934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01782646961802	0.847924026239012	0.839404803117269	0.752845235768784	0.700448871016318	0.837082652189564	0.852122261556635	0.901138967018185	1.12232539051793	0.953249090876015	0.723471211049873	0.718100904842218	1.14713850661525	0.638756476624098	0.779806814283502	0.747415740948004	1.02004840603623	1.14238237146564	0.939332991552215	0.906423505418218	0.828900591035678	1.12379390021956	0.987952377942547	0.893700854386706	0.878448001013689	0.710082798603194	0.728407820245718	0.589753071050513	0.861921194080516	0.759998319095368	0.919984409739587	0.818616777718976	1.05123927225431	0.705566526922211	0.754368382384637	0.818989474841691	0.667667403617915	0.865352681182377	1.00219962869538	1.08337398420839	0.938925760567601	1.12558321534825	0.735993405418545	0.816227023303771	1.00467338640933	0.703387747513594	0.811726133728916	1.04045538308092
protein511	0.548469412664784	NA	NA	0.208733747456296	0.261584458276126	NA	0.199757900655506	0.238295711132232	0.759829050270271	NA	NA	NA	NA	NA	NA	0.155489833181831	1.46096167953328	1.48681623347747	1.00051853104804	1.1462263249056	0.551617368847315	0.911540908650467	0.696271460360776	1.67747168554194	NA	1.56672084941374	0.785216806249277	1.15607780855189	0.606292994718785	0.90321002490296	0.652973385367398	0.895489945510141	1.53273838198489	1.1764779483123	0.963586964635567	0.895463619164472	0.981702506982732	0.864831481214707	1.08800323750116	1.86867213374213	1.86005600540623	0.885577479951306	1.14903689245358	0.813934020148564	1.51983298345127	1.17688497924539	1.11380756889952	1.17295310575717	1.16163125313322	1.21638056371102	0.849013235634087	0.78826774990398	0.805560584857075	1.35464276052424	0.969247106650239	0.736882196813409	0.667496711079552	0.59938206703592	0.586115665821146	0.633987779545706	0.745112358411461	0.619921844487356	1.04507322320767	0.747624500557232	1.14078573334395	0.374828660267141	0.731453189766226	0.566454797550308	0.693291272384608	1.03224239629593	1.28926980719319	1.14759611476727	0.811650302040734	1.23747040817887	0.59850715543673	0.812126266410502	1.1547057837169	0.883665795688764	0.65615142044277	1.27504808440087
protein516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14209316157273	1.11201176927169	1.103620463097	1.03793900168651	1.06506124171924	1.19852753946511	1.01609040963338	0.952913754282952	1.10920815646053	0.911150926194004	1.02193436974076	1.05559097356589	0.978638073858005	1.29051940068141	1.02981463660512	1.03471564030026	1.01193266267204	1.02024715630719	1.0365601857646	0.959331268230974	0.995898746929992	1.05294318053939	0.904743341469222	1.02687902874519	0.884345466856267	1.18799181317959	0.930996359332585	1.00274176317809	0.964916990697618	0.874834465961596	0.974120416513924	1.09114768578379	1.03369621733378	0.862978785703875	0.984589627979841	1.15389443563685	1.11238166876377	0.966523445655323	1.03228996203272	1.15686845465426	1.04918696249039	1.11932652299534	0.890593566907601	1.0503714126361	0.838311419570061	0.951416947758775	1.02043164110741	1.09128997248675	0.683550208645779	0.205936591786134	0.762427934917456	0.576531385911248	0.742117097288862	0.628944858325815	0.702279095517538	0.690413844248355	0.504378250890508	0.792355101965142	0.685647706716875	0.566006398091645	0.325674837938606	0.606667150017148	0.513346074224284	0.691238278865649
protein526	0.989963805113973	1.00877606944655	0.985490295662834	1.03286917042914	1.03570483846761	0.950971762119843	1.01666291152946	1.02865928857455	1.02562360518526	1.00258853880921	1.08711608714588	1.01429950964502	1.07319543730696	1.04075701346339	0.971689353546919	0.998173031345753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6834915476024	0.743792103425758	0.819804386467578	0.772772834322634	0.763599663224672	0.769435771050965	0.560503920631778	0.562551576505648	0.485227666245694	0.917435350927001	0.736447220360496	0.807072286173166	0.73829305410358	0.586263442479912	0.54638791855344	0.727446114414118	0.688900082305051	0.684500052448984	0.669948522453792	0.816866209470505	0.769238588406059	0.702490774996654	0.796984415962217	0.905554167675221	0.781755265680601	0.869253308261459	0.949921493488953	0.964442888885326	0.875691193457377	0.66960720561558	0.825348833156839	0.868539836021572	1.02876972283209	0.948028221651263	1.07078151694918	1.08804482152909	1.09212610387891	1.04233338111134	1.08549789969814	0.996676903456966	1.00474863182802	1.06686468356913	0.979684566255261	0.974175063690418	1.09438969850049	1.12577847350134	1.02148958847461	0.897949646302204
